country_node_id,country_alpha2,springrank_score,flow_out,flow_in,flow_self,flow_total,year_center,window_start_year,window_end_year_excl,window_width,window_mode,springrank_rank
48,th,-0.032572239762055546,2.0,1.0,3.0,6.0,1970,1969,1972,3,center_right,59
42,pr,-0.04080425982199827,5.0,3.0,3.0,11.0,1970,1969,1972,3,center_right,60
51,vn,-0.04643455622093046,2.0,1.0,0.0,3.0,1970,1969,1972,3,center_right,61
37,ar,-0.06078880032253638,11.0,6.0,33.0,50.0,1970,1969,1972,3,center_right,62
81,et,-0.07096326107817412,2.0,1.0,0.0,3.0,1970,1969,1972,3,center_right,63
80,cl,-0.14451065156827092,12.0,8.0,29.0,49.0,1970,1969,1972,3,center_right,64
27,se,-0.1492442059741247,9.0,6.0,39.0,54.0,1970,1969,1972,3,center_right,65
46,iq,-0.15054916432522908,3.0,2.0,7.0,12.0,1970,1969,1972,3,center_right,66
31,br,-0.1741555962718289,32.0,22.0,158.0,212.0,1970,1969,1972,3,center_right,67
39,at,-0.2231234007737286,9.0,8.0,13.0,30.0,1970,1969,1972,3,center_right,68
57,no,-0.22542108975639483,5.0,4.0,15.0,24.0,1970,1969,1972,3,center_right,69
8,mx,-0.23073487392834746,15.0,12.0,53.0,80.0,1970,1969,1972,3,center_right,70
59,in,-0.23230877962598617,38.0,27.0,147.0,212.0,1970,1969,1972,3,center_right,71
35,be,-0.24110246558288156,13.0,12.0,21.0,46.0,1970,1969,1972,3,center_right,72
2,ec,-0.2426876156067649,3.0,2.0,4.0,9.0,1970,1969,1972,3,center_right,73
73,pe,-0.25040922025407786,11.0,9.0,59.0,79.0,1970,1969,1972,3,center_right,74
10,de,-0.2539284369428559,38.0,41.0,110.0,189.0,1970,1969,1972,3,center_right,75
32,ch,-0.2734760741089336,20.0,18.0,15.0,53.0,1970,1969,1972,3,center_right,76
18,fr,-0.2785917680758588,39.0,45.0,99.0,183.0,1970,1969,1972,3,center_right,77
72,mt,-0.28131128066747824,1.0,1.0,2.0,4.0,1970,1969,1972,3,center_right,78
15,it,-0.281311282074034,21.0,20.0,67.0,108.0,1970,1969,1972,3,center_right,79
62,cu,-0.32489357150412507,2.0,4.0,46.0,52.0,1970,1969,1972,3,center_right,80
6,gb,-0.32751455175987393,162.0,197.0,511.0,870.0,1970,1969,1972,3,center_right,81
29,la,-0.3367112433266881,1.0,1.0,0.0,2.0,1970,1969,1972,3,center_right,82
23,nl,-0.34763573552221805,16.0,16.0,35.0,67.0,1970,1969,1972,3,center_right,83
76,ug,-0.34888485300276995,1.0,1.0,6.0,8.0,1970,1969,1972,3,center_right,84
44,zm,-0.3530340035582977,2.0,3.0,2.0,7.0,1970,1969,1972,3,center_right,85
45,pa,-0.36063969028080156,1.0,1.0,0.0,2.0,1970,1969,1972,3,center_right,86
12,il,-0.40161688901716397,16.0,16.0,46.0,78.0,1970,1969,1972,3,center_right,87
63,dk,-0.4201072818942525,9.0,12.0,19.0,40.0,1970,1969,1972,3,center_right,88
52,tt,-0.4221820015808885,1.0,1.0,0.0,2.0,1970,1969,1972,3,center_right,89
65,mz,-0.4281812063052265,1.0,2.0,1.0,4.0,1970,1969,1972,3,center_right,90
97,ma,-0.4426876138787024,1.0,1.0,2.0,4.0,1970,1969,1972,3,center_right,91
91,gt,-0.44268761498542125,2.0,2.0,0.0,4.0,1970,1969,1972,3,center_right,92
17,us,-0.44268761609213986,265.0,440.0,3177.0,3882.0,1970,1969,1972,3,center_right,93
30,sk,-0.44856460587681685,2.0,4.0,8.0,14.0,1970,1969,1972,3,center_right,94
87,ng,-0.46022059875207455,2.0,3.0,6.0,11.0,1970,1969,1972,3,center_right,95
40,ca,-0.47775436795453485,87.0,124.0,149.0,360.0,1970,1969,1972,3,center_right,96
90,jm,-0.5657722393077368,2.0,3.0,2.0,7.0,1970,1969,1972,3,center_right,97
89,sd,-0.5973773683460247,1.0,2.0,4.0,7.0,1970,1969,1972,3,center_right,98
26,tz,-0.6677631314811421,2.0,4.0,0.0,6.0,1970,1969,1972,3,center_right,99
85,ke,-0.6992389042064999,1.0,2.0,1.0,4.0,1970,1969,1972,3,center_right,100
88,fi,-0.7331908723753832,2.0,5.0,11.0,18.0,1970,1969,1972,3,center_right,101
108,kp,-0.9583828463554185,0.0,2.0,0.0,2.0,1970,1969,1972,3,center_right,102
110,lv,-1.001237380494312,0.0,3.0,10.0,13.0,1970,1969,1972,3,center_right,103
105,gn,-1.2813112692609225,0.0,1.0,1.0,2.0,1970,1969,1972,3,center_right,104
107,io,-1.3275145384847298,0.0,1.0,0.0,1.0,1970,1969,1972,3,center_right,105
104,do,-1.3483080197759583,0.0,2.0,2.0,4.0,1970,1969,1972,3,center_right,106
102,my,-1.4189246424023485,0.0,4.0,0.0,4.0,1970,1969,1972,3,center_right,107
103,aq,-1.4426876016652652,0.0,1.0,0.0,1.0,1970,1969,1972,3,center_right,108
109,bw,-1.4426876016652652,0.0,1.0,0.0,1.0,1970,1969,1972,3,center_right,109
106,um,-1.4426876088787022,0.0,2.0,0.0,2.0,1970,1969,1972,3,center_right,110
87,si,1.7899171300704584,1.0,0.0,4.0,5.0,1971,1970,1973,3,center_right,1
33,mk,1.780933334072201,2.0,0.0,0.0,2.0,1971,1970,1973,3,center_right,2
71,pg,1.1944593991169896,1.0,0.0,0.0,1.0,1971,1970,1973,3,center_right,3
98,ni,1.0289829146529839,1.0,0.0,0.0,1.0,1971,1970,1973,3,center_right,4
20,hn,0.8939421570902268,3.0,0.0,0.0,3.0,1971,1970,1973,3,center_right,5
69,ug,0.8276754300462345,2.0,0.0,4.0,6.0,1971,1970,1973,3,center_right,6
86,hk,0.824986856022945,4.0,0.0,1.0,5.0,1971,1970,1973,3,center_right,7
59,lk,0.8163924621633892,4.0,0.0,4.0,8.0,1971,1970,1973,3,center_right,8
103,np,0.8163924560404465,1.0,0.0,1.0,2.0,1971,1970,1973,3,center_right,9
48,sn,0.8157087773166163,1.0,0.0,0.0,1.0,1971,1970,1973,3,center_right,10
79,jo,0.8157087773166163,1.0,0.0,0.0,1.0,1971,1970,1973,3,center_right,11
76,hr,0.7899171479696286,6.0,1.0,10.0,17.0,1971,1970,1973,3,center_right,12
68,sl,0.7809333518815335,2.0,0.0,0.0,2.0,1971,1970,1973,3,center_right,13
37,rs,0.7809333429768673,2.0,2.0,6.0,10.0,1971,1970,1973,3,center_right,14
77,ec,0.745474243640659,2.0,0.0,4.0,6.0,1971,1970,1973,3,center_right,15
100,sa,0.745474243640659,2.0,0.0,1.0,3.0,1971,1970,1973,3,center_right,16
78,gh,0.7414313220104256,3.0,0.0,1.0,4.0,1971,1970,1973,3,center_right,17
21,vn,0.7315204436361941,2.0,0.0,0.0,2.0,1971,1970,1973,3,center_right,18
81,tj,0.7306599143981248,1.0,0.0,1.0,2.0,1971,1970,1973,3,center_right,19
106,kg,0.7306599143981248,1.0,0.0,3.0,4.0,1971,1970,1973,3,center_right,20
104,id,0.7175666436317291,2.0,0.0,5.0,7.0,1971,1970,1973,3,center_right,21
90,cd,0.6951432286704382,1.0,0.0,0.0,1.0,1971,1970,1973,3,center_right,22
28,kr,0.48320220111671064,7.0,1.0,5.0,13.0,1971,1970,1973,3,center_right,23
29,tw,0.4805348557478035,15.0,3.0,15.0,33.0,1971,1970,1973,3,center_right,24
1,gr,0.45758652333206157,15.0,3.0,11.0,29.0,1971,1970,1973,3,center_right,25
31,pk,0.455675664621669,4.0,2.0,11.0,17.0,1971,1970,1973,3,center_right,26
44,bd,0.42829219989121986,5.0,3.0,8.0,16.0,1971,1970,1973,3,center_right,27
49,sk,0.4078809577002657,3.0,1.0,10.0,14.0,1971,1970,1973,3,center_right,28
61,jp,0.3746487993597619,25.0,8.0,89.0,122.0,1971,1970,1973,3,center_right,29
13,tr,0.3575417885404917,18.0,5.0,48.0,71.0,1971,1970,1973,3,center_right,30
27,pr,0.34383783556139125,6.0,3.0,4.0,13.0,1971,1970,1973,3,center_right,31
84,za,0.2878606526644505,16.0,6.0,52.0,74.0,1971,1970,1973,3,center_right,32
45,ve,0.2551488883612287,19.0,7.0,26.0,52.0,1971,1970,1973,3,center_right,33
89,bo,0.24547424675434432,3.0,1.0,0.0,4.0,1971,1970,1973,3,center_right,34
50,ie,0.2327979070586648,13.0,5.0,12.0,30.0,1971,1970,1973,3,center_right,35
26,eg,0.23061145247055448,24.0,8.0,72.0,104.0,1971,1970,1973,3,center_right,36
14,es,0.21985670472753333,29.0,15.0,143.0,187.0,1971,1970,1973,3,center_right,37
10,hu,0.2140985973207139,3.0,1.0,42.0,46.0,1971,1970,1973,3,center_right,38
25,ir,0.20434429637986853,4.0,2.0,7.0,13.0,1971,1970,1973,3,center_right,39
3,pe,0.20431553939114033,20.0,9.0,98.0,127.0,1971,1970,1973,3,center_right,40
12,au,0.19445941106158246,75.0,35.0,181.0,291.0,1971,1970,1973,3,center_right,41
18,co,0.1908779854740419,18.0,9.0,38.0,65.0,1971,1970,1973,3,center_right,42
36,cz,0.18208267333057077,4.0,2.0,43.0,49.0,1971,1970,1973,3,center_right,43
64,ro,0.1580872170897162,7.0,3.0,44.0,54.0,1971,1970,1973,3,center_right,44
23,cl,0.1559850338921028,17.0,9.0,35.0,61.0,1971,1970,1973,3,center_right,45
60,az,0.1488417398650854,6.0,2.0,17.0,25.0,1971,1970,1973,3,center_right,46
40,pl,0.1425964949421149,10.0,5.0,195.0,210.0,1971,1970,1973,3,center_right,47
80,nz,0.10564140508305693,15.0,11.0,36.0,62.0,1971,1970,1973,3,center_right,48
93,th,0.1024469859719868,2.0,1.0,5.0,8.0,1971,1970,1973,3,center_right,49
96,sg,0.09336093655487682,2.0,1.0,1.0,4.0,1971,1970,1973,3,center_right,50
52,ar,0.08559577936918995,8.0,5.0,42.0,55.0,1971,1970,1973,3,center_right,51
35,cu,0.08369265932033872,5.0,3.0,53.0,61.0,1971,1970,1973,3,center_right,52
101,cn,0.0635246902375576,4.0,3.0,13.0,20.0,1971,1970,1973,3,center_right,53
41,pt,0.06255758229786541,20.0,12.0,60.0,92.0,1971,1970,1973,3,center_right,54
56,uy,0.04860190251316315,3.0,2.0,1.0,6.0,1971,1970,1973,3,center_right,55
85,ph,0.03428376164171481,7.0,4.0,1.0,12.0,1971,1970,1973,3,center_right,56
42,br,0.02898292494281203,39.0,24.0,208.0,271.0,1971,1970,1973,3,center_right,57
2,no,0.017624869937302032,5.0,3.0,19.0,27.0,1971,1970,1973,3,center_right,58
22,at,0.016661483734804104,10.0,6.0,11.0,27.0,1971,1970,1973,3,center_right,59
74,tz,0.008052986179723807,3.0,3.0,0.0,6.0,1971,1970,1973,3,center_right,60
88,iq,0.0022088208326844876,3.0,2.0,10.0,15.0,1971,1970,1973,3,center_right,61
46,by,-0.006564161675142004,8.0,5.0,39.0,52.0,1971,1970,1973,3,center_right,62
32,ng,-0.007973136557785351,5.0,4.0,5.0,14.0,1971,1970,1973,3,center_right,63
72,et,-0.011974822506216282,3.0,2.0,0.0,5.0,1971,1970,1973,3,center_right,64
34,in,-0.021805894981661095,42.0,27.0,187.0,256.0,1971,1970,1973,3,center_right,65
24,nl,-0.044927369704842936,16.0,11.0,49.0,76.0,1971,1970,1973,3,center_right,66
102,sd,-0.10270671487511139,1.0,1.0,5.0,7.0,1971,1970,1973,3,center_right,67
47,ua,-0.12628001480151882,25.0,19.0,273.0,317.0,1971,1970,1973,3,center_right,68
99,ge,-0.12648293525744422,4.0,3.0,25.0,32.0,1971,1970,1973,3,center_right,69
62,se,-0.14258252928241125,10.0,11.0,64.5,85.5,1971,1970,1973,3,center_right,70
30,bg,-0.1455729859106036,1.0,1.0,8.0,10.0,1971,1970,1973,3,center_right,71
15,gb,-0.18360753579563002,194.0,228.0,624.0,1046.0,1971,1970,1973,3,center_right,72
7,fr,-0.18429121452629713,50.0,58.0,116.0,224.0,1971,1970,1973,3,center_right,73
43,fi,-0.18537614913875297,3.0,3.0,18.0,24.0,1971,1970,1973,3,center_right,74
39,dk,-0.19124960542575636,13.0,13.0,27.0,53.0,1971,1970,1973,3,center_right,75
113,ba,-0.21008284992954165,0.0,1.0,0.0,1.0,1971,1970,1973,3,center_right,76
63,ke,-0.23088634663504615,3.0,3.0,1.0,7.0,1971,1970,1973,3,center_right,77
66,la,-0.23329360600742757,1.0,1.0,0.0,2.0,1971,1970,1973,3,center_right,78
9,mx,-0.2332936071738962,18.0,19.0,70.0,107.0,1971,1970,1973,3,center_right,79
4,ch,-0.23939637294827934,21.0,24.0,16.0,61.0,1971,1970,1973,3,center_right,80
70,dz,-0.24457398822934331,1.0,1.0,2.0,4.0,1971,1970,1973,3,center_right,81
82,mz,-0.24706623187592996,2.0,3.0,2.0,7.0,1971,1970,1973,3,center_right,82
67,mt,-0.24952169299001586,1.0,1.0,3.0,5.0,1971,1970,1973,3,center_right,83
19,it,-0.2495216942376249,21.0,27.0,107.0,155.0,1971,1970,1973,3,center_right,84
92,ma,-0.25452575135934097,1.0,1.0,3.0,5.0,1971,1970,1973,3,center_right,85
8,us,-0.25452575263197036,351.0,503.0,3578.0,4432.0,1971,1970,1973,3,center_right,86
53,do,-0.25619461566408197,2.0,2.0,2.0,6.0,1971,1970,1973,3,center_right,87
105,zw,-0.2681548254622909,1.0,1.0,0.0,2.0,1971,1970,1973,3,center_right,88
6,ru,-0.2693400782952771,46.0,57.0,610.0,713.0,1971,1970,1973,3,center_right,89
58,ao,-0.2707757501328817,1.0,2.0,4.0,7.0,1971,1970,1973,3,center_right,90
57,lb,-0.27559189251421773,4.0,4.0,2.0,10.0,1971,1970,1973,3,center_right,91
38,na,-0.2824333513682707,1.0,1.0,0.0,2.0,1971,1970,1973,3,center_right,92
16,de,-0.2824333527804381,43.0,62.0,120.0,225.0,1971,1970,1973,3,center_right,93
51,be,-0.30485676437813053,13.0,21.0,28.0,62.0,1971,1970,1973,3,center_right,94
97,tt,-0.3451088138656712,1.0,1.0,0.0,2.0,1971,1970,1973,3,center_right,95
5,ca,-0.35270211781050126,99.0,148.0,152.0,399.0,1971,1970,1973,3,center_right,96
95,sy,-0.3957967261036783,1.0,2.0,1.0,4.0,1971,1970,1973,3,center_right,97
75,md,-0.4121160520735415,2.0,3.0,12.0,17.0,1971,1970,1973,3,center_right,98
91,am,-0.4576971005082095,1.0,1.0,15.0,17.0,1971,1970,1973,3,center_right,99
73,lv,-0.4693400773565968,2.0,3.0,9.0,14.0,1971,1970,1973,3,center_right,100
17,cr,-0.49335619179585516,1.0,2.0,1.0,4.0,1971,1970,1973,3,center_right,101
54,jm,-0.5059264166561348,3.0,5.0,2.0,10.0,1971,1970,1973,3,center_right,102
11,il,-0.5101316831394431,14.0,25.0,53.0,92.0,1971,1970,1973,3,center_right,103
94,zm,-0.5310704458302369,1.0,3.0,0.0,4.0,1971,1970,1973,3,center_right,104
55,gt,-0.587859084005773,1.0,2.0,1.0,4.0,1971,1970,1973,3,center_right,105
65,uz,-0.6329608528129532,2.0,5.0,13.0,20.0,1971,1970,1973,3,center_right,106
83,kz,-0.9238855315239602,1.0,6.0,27.0,34.0,1971,1970,1973,3,center_right,107
107,kp,-1.0276207353491773,0.0,2.0,0.0,2.0,1971,1970,1973,3,center_right,108
109,lt,-1.1262800035387177,0.0,1.0,7.0,8.0,1971,1970,1973,3,center_right,109
108,my,-1.1497265554197733,0.0,2.0,2.0,4.0,1971,1970,1973,3,center_right,110
110,io,-1.1836075239595538,0.0,1.0,0.0,1.0,1971,1970,1973,3,center_right,111
116,kw,-1.1836075239595538,0.0,1.0,0.0,1.0,1971,1970,1973,3,center_right,112
111,bw,-1.2545257400867118,0.0,1.0,0.0,1.0,1971,1970,1973,3,center_right,113
112,um,-1.2545257400867118,0.0,1.0,0.0,1.0,1971,1970,1973,3,center_right,114
115,cm,-1.2545257400867118,0.0,1.0,0.0,1.0,1971,1970,1973,3,center_right,115
119,aq,-1.2545257400867118,0.0,1.0,0.0,1.0,1971,1970,1973,3,center_right,116
118,pa,-1.2545257463593409,0.0,2.0,2.0,4.0,1971,1970,1973,3,center_right,117
114,sv,-1.352702104283479,0.0,1.0,0.0,1.0,1971,1970,1973,3,center_right,118
117,ga,-1.352702104283479,0.0,1.0,0.0,1.0,1971,1970,1973,3,center_right,119
36,mk,1.8055201694114185,2.0,0.0,0.0,2.0,1972,1971,1974,3,center_right,1
85,si,1.760094578623155,1.0,0.0,4.0,5.0,1972,1971,1974,3,center_right,2
100,al,1.4978842687100677,1.0,0.0,0.0,1.0,1972,1971,1974,3,center_right,3
29,gn,0.9955422433103797,1.0,0.0,0.0,1.0,1972,1971,1974,3,center_right,4
25,is,0.97355720142865,2.0,0.0,1.0,3.0,1972,1971,1974,3,center_right,5
77,th,0.862966871971373,5.0,0.0,5.0,10.0,1972,1971,1974,3,center_right,6
92,kg,0.8395430289975303,1.0,0.0,2.0,3.0,1972,1971,1974,3,center_right,7
91,om,0.8395430289975303,1.0,0.0,0.0,1.0,1972,1971,1974,3,center_right,8
101,lk,0.8218003862477533,3.0,0.0,8.0,11.0,1972,1971,1974,3,center_right,9
93,np,0.8218003807690841,1.0,0.0,0.0,1.0,1972,1971,1974,3,center_right,10
28,rs,0.8055201784390196,3.0,2.0,9.0,14.0,1972,1971,1974,3,center_right,11
56,sn,0.7809693302536661,1.0,0.0,1.0,2.0,1972,1971,1974,3,center_right,12
80,jo,0.7809693302536661,1.0,0.0,0.0,1.0,1972,1971,1974,3,center_right,13
104,sa,0.7729597808767535,3.0,0.0,1.0,4.0,1972,1971,1974,3,center_right,14
41,hn,0.7729597757236883,1.0,0.0,0.0,1.0,1972,1971,1974,3,center_right,15
105,sl,0.7729597757236883,1.0,0.0,0.0,1.0,1972,1971,1974,3,center_right,16
34,kr,0.7617757434204193,8.0,0.0,7.0,15.0,1972,1971,1974,3,center_right,17
70,hr,0.760094596224101,6.0,1.0,18.0,25.0,1972,1971,1974,3,center_right,18
54,ug,0.7594158785514411,3.0,0.0,4.0,7.0,1972,1971,1974,3,center_right,19
24,vn,0.7173012579614106,2.0,0.0,1.0,3.0,1972,1971,1974,3,center_right,20
87,id,0.6616427363343342,2.0,0.0,5.0,7.0,1972,1971,1974,3,center_right,21
2,tr,0.5960255454258709,29.0,3.0,56.0,88.0,1972,1971,1974,3,center_right,22
79,ph,0.576690304799907,8.0,1.0,4.0,13.0,1972,1971,1974,3,center_right,23
